id,typ,herkunft,variante,frage,kernaussage,erwartete_quellen,antwort,zitiert,kontext_dateien,quellen_ok,kernaussage_ok,treu,luecke_ok,kernaussage_begruendung,treu_begruendung,luecke_begruendung,zitiert_veraltet,veraltet_gekennzeichnet,veraltet_begruendung,kosten_in_usd,kosten_cache_write_usd,kosten_cache_read_usd,kosten_out_usd,input_tokens,cache_write_tokens,cache_read_tokens,output_tokens,retrieval_s,llm_s,gesamt_s,alles_ok
2,veraltet,mensch,corpus,"auf eurer seite steht pro kostet 4,99 im monat und man kann 7 tage kostenlos testen. stimmt das so?","Nein: aktuell 6,99 USD/Monat oder 59 USD/Jahr, keine Testphase",preise-und-tarife.md,"Das stimmt nicht ganz. Laut unseren aktuellen Informationen kostet FocusFlow Pro:

- **6,99 USD pro Monat** (nicht 4,99 USD)
- **59 USD pro Jahr**

Eine **kostenlose Testphase bieten wir derzeit nicht an**. Du kannst die Free-Version aber unbegrenzt nutzen und jederzeit upgraden.

Es ist möglich, dass du eine ältere Version unserer Website gesehen hast – wir aktualisieren die Preise regelmäßig. Falls du noch Fragen hast, schreib uns gerne über **Einstellungen > Hilfe > Kontakt**.

Quellen: preise-und-tarife.md",preise-und-tarife.md,alle,1,1,1,,"Die Antwort nennt die korrekten aktuellen Preise (6,99 USD/Monat, 59 USD/Jahr) und stellt klar, dass keine Testphase angeboten wird – genau das, was die Soll-Kernaussage verlangt.","Alle Fakten (Preise, fehlende Testphase, unbegrenzte Free-Nutzung) stammen wörtlich aus preise-und-tarife.md; die Vermutung zu einer 'älteren Website-Version' ist zwar nicht direkt aus der zitierten Quelle, aber durch den vorhandenen älteren Artikel mit identischen alten Zahlen im Gesamtkontext plausibel gedeckt und widerspricht nichts.",,0,,,4.9e-05,0.0,0.0013032,0.00091,49,0,13032,182,0.0,2.703,2.703,1
3,veraltet,mensch,corpus,Gibt es eine Testphase für Pro,"Nein, eine Testphase wird nicht mehr angeboten, andere Info ist veraltet",preise-und-tarife.md,"Ja, es gibt eine Testphase für Pro! 🎉

Allerdings gibt es hier zwei unterschiedliche Informationen in unseren Artikeln:

**Aktuelle Information (gültig):**
In der kostenlosen Version kannst du FocusFlow unbegrenzt nutzen und jederzeit upgraden – es gibt derzeit **keine kostenlose Testphase** für Pro.

**Ältere Information:**
Ein älterer Artikel erwähnt noch eine 7-tägige kostenlose Testphase beim ersten Abschluss von Pro. Diese Information ist aber veraltet.

Du kannst die Free-Version also vollständig testen, bevor du dich für ein Pro-Abo entscheidest. So bekommst du ein gutes Gefühl für die App, bevor es kostenpflichtig wird.

Quellen: preise-und-tarife.md; pro-funktionen-und-preise.md",preise-und-tarife.md; pro-funktionen-und-preise.md,alle,1,0,1,,"Die Antwort beginnt mit 'Ja, es gibt eine Testphase für Pro!', was der Soll-Kernaussage ('Nein, keine Testphase') direkt widerspricht, auch wenn im weiteren Verlauf richtiggestellt wird, dass aktuell keine Testphase existiert. Diese widersprüchliche Eröffnung kann Kunden verwirren und in die Irre führen.","Beide genannten Fakten (aktuell keine Testphase laut preise-und-tarife.md, ältere Quelle nennt 7-tägige Testphase) sind wörtlich im Kontext belegt, und die Einordnung der älteren Quelle als veraltet ist angesichts der unterschiedlichen Aktualisierungsdaten eine nachvollziehbare Schlussfolgerung.",,1,1,"Die Antwort benennt die 7-tägige Testphase aus dem alten Artikel ausdrücklich als veraltet und stellt klar, dass es laut aktueller Seite keine kostenlose Testphase für Pro gibt – trotz der widersprüchlichen einleitenden Formulierung sind beide Kriterien erfüllt.",2.2e-05,0.0,0.0013032,0.00116,22,0,13032,232,0.0,3.145,3.145,0
4,einfach,mensch,corpus,Kann ich mich mit Apple Login einloggen bzw einen Account erstellen,"Nein, nur Google und E-Mail/Passwort werden unterstützt",anmelden-mit-google.md,"Nein, das ist leider nicht möglich. FocusFlow unterstützt derzeit nur zwei Anmeldemethoden:

1. **E-Mail und Passwort**
2. **„Mit Google anmelden""**

Ein Login mit Apple ID wird aktuell nicht angeboten. Du kannst dich aber ganz einfach mit einer der beiden verfügbaren Methoden anmelden und dein Konto auf allen Geräten (iOS, Android, Web) nutzen.

Quellen: anmelden-mit-google.md",anmelden-mit-google.md,alle,1,1,1,,"Die Antwort sagt korrekt, dass Apple Login nicht unterstützt wird und nur E-Mail/Passwort sowie Google-Anmeldung möglich sind – das entspricht genau der Soll-Kernaussage.","Alle Aussagen (zwei Anmeldemethoden, kein Apple-Login, Nutzung auf iOS/Android/Web) sind wörtlich oder direkt aus dem Kontext (anmelden-mit-google.md, preise-und-tarife.md) gedeckt.",,0,,,2.8e-05,0.0,0.0013032,0.000675,28,0,13032,135,0.0,2.195,2.195,1
5,einfach,mensch_korrigiert,corpus,Wieviele Habits kann ich in der Pro Version tracken,Unbeschränkt viele,habits-anlegen.md; preise-und-tarife.md,"Mit FocusFlow Pro kannst du **unbegrenzt viele Habits** tracken! 🎉

In der kostenlosen Free-Version bist du auf **3 aktive Habits** begrenzt, aber mit Pro entfällt diese Beschränkung komplett.

Quellen: preise-und-tarife.md; habits-anlegen.md",preise-und-tarife.md; habits-anlegen.md,alle,1,1,1,,"Die Antwort nennt korrekt, dass mit Pro unbegrenzt viele Habits getrackt werden können, was genau der Soll-Kernaussage entspricht.","Beide Aussagen (unbegrenzte Habits mit Pro, 3 aktive Habits in Free) sind wörtlich durch die Quellen preise-und-tarife.md und habits-anlegen.md gedeckt.",,0,,,2.6e-05,0.0,0.0013032,0.000455,26,0,13032,91,0.0,1.82,1.82,1
6,einfach,mensch,corpus,"Der Fokustimer lässt sich nicht verstellen, ich nutze die Free version","Korrekt: Free läuft fest mit 25/5/15 Minuten, einstellbar (5–90 Min.) nur mit Pro",fokus-timer.md,"Das ist völlig normal! In der **Free-Version** ist der Fokus-Timer auf die Standardzeiten festgelegt:
- **25 Minuten** Fokus
- **5 Minuten** Pause
- **15 Minuten** lange Pause (nach 4 Fokus-Runden)

Diese Zeiten kannst du nicht ändern.

**Mit FocusFlow Pro** hast du die Möglichkeit, Fokus- und Pausenzeiten frei zwischen 5 und 90 Minuten einzustellen – plus Hintergrundklänge wie Regen, Café oder weißes Rauschen.

Wenn du die Timer-Einstellungen brauchst, kannst du jederzeit auf Pro upgraden. Alle anderen Funktionen der Free-Version bleiben dir erhalten!

Quellen: fokus-timer.md; preise-und-tarife.md",fokus-timer.md; preise-und-tarife.md,alle,1,1,1,,"Die Antwort enthält genau die Soll-Kernaussage: Free läuft fest mit 25/5/15 Minuten, einstellbar zwischen 5-90 Minuten nur mit Pro. Nichts widerspricht dem.","Alle genannten Fakten (25/5/15 für Free, 5-90 Minuten und Hintergrundklänge für Pro, Upgrade-Möglichkeit) sind wörtlich im Kontext (fokus-timer.md, preise-und-tarife.md) belegt.",,0,,,3.1e-05,0.0,0.0013032,0.00114,31,0,13032,228,0.0,3.322,3.322,1
7,luecke,mensch_korrigiert,corpus,Gibt es Mengenrabatte,"Dazu gibt es keine Information, Verweis an den Support",keine,"Ich kann deine Frage zu Mengenrabatten leider nicht aus den verfügbaren Hilfartikeln beantworten. Die Informationen dazu sind nicht in meinem Kontext enthalten.

Bitte wende dich direkt an unseren Support: Öffne die App und gehe zu **Einstellungen > Hilfe > Kontakt**. Dort kannst du deine Frage stellen und erhältst eine persönliche Antwort.

Quellen: keine",keine,alle,1,,1,1,,"Die Antwort enthält keine inhaltlichen Behauptungen außer dem Verweis auf den Support, der laut Vorgabe immer als gedeckt gilt.","Die Antwort sagt klar, dass keine Information zu Mengenrabatten vorliegt, verweist an den Support und gibt keine inhaltliche Teilantwort oder Vermutung.",0,,,2e-05,0.0,0.0013032,0.00063,20,0,13032,126,0.0,2.098,2.098,1
8,luecke,mensch_korrigiert,corpus,Kann ich Daten aus anderen Apps importieren,"Dazu gibt es keine Information, Verweis an den Support",keine,"Ich kann deine Frage anhand der verfügbaren Hilfeartikel leider nicht beantworten. Der Kontext enthält keine Informationen zum Import von Daten aus anderen Apps.

Für diese Frage empfehle ich dir, den Support zu kontaktieren: Öffne dazu in der App **Einstellungen > Hilfe > Kontakt** und stelle deine Frage dort.

Quellen: keine",keine,alle,1,,1,1,,"Die Antwort enthält keine inhaltlichen Behauptungen aus dem Kontext, sondern nur den vorgegebenen Support-Verweis, der immer als gedeckt gilt.","Die Antwort erklärt klar, dass zum Datenimport keine Information vorliegt, verweist an den Support und gibt keine inhaltliche Teil- oder Verwandtantwort.",0,,,2.3e-05,0.0,0.0013032,0.000555,23,0,13032,111,0.0,1.785,1.785,1
9,einfach,mensch_korrigiert,corpus,Wie kann ich 2FA einrichten,"Geht derzeit nicht, eigene 2FA ist geplant; wer sich mit Google anmeldet, ist über die 2FA des Google-Kontos geschützt",roadmap-faq.md; verdaechtige-anmeldungen.md,"Laut unserem aktuellen Hilfematerial bietet FocusFlow derzeit **keine eigene Zwei-Faktor-Authentifizierung (2FA)** an.

**Allerdings gibt es eine Alternative:** Wenn du dich mit **Google anmelden** nutzt, schützt die Zwei-Faktor-Authentifizierung deines Google-Kontos automatisch auch deinen FocusFlow-Zugang. Du kannst also 2FA in deinem Google-Konto aktivieren, und das gilt dann auch für FocusFlow.

Eine 2FA speziell für FocusFlow-Konten mit E-Mail und Passwort ist zwar geplant, hat aber noch keinen Zeitpunkt. Bis dahin empfehlen wir ein langes, einzigartiges Passwort.

Falls du weitere Fragen zur Kontosicherheit hast, kontaktiere uns gerne über **Einstellungen > Hilfe > Kontakt**.

Quellen: verdaechtige-anmeldungen.md; roadmap-faq.md",verdaechtige-anmeldungen.md; roadmap-faq.md,alle,1,1,1,,"Die Antwort enthält alle Kernpunkte: 2FA gibt es derzeit nicht für FocusFlow, ist aber geplant, und bei Google-Anmeldung schützt die 2FA des Google-Kontos den Zugang.","Alle Aussagen (keine eigene 2FA, Schutz über Google-2FA, geplante 2FA für E-Mail/Passwort-Konten, Empfehlung eines starken Passworts, Support-Verweis) sind wörtlich oder sinngemäß durch die Quellen 'verdaechtige-anmeldungen.md' und 'roadmap-faq.md' gedeckt.",,0,,,2.2e-05,0.0,0.0013032,0.00133,22,0,13032,266,0.0,4.129,4.129,1
10,mehrquellen,mensch_korrigiert,corpus,"Ich will den Tarif wieder von Pro zu Free wechseln und hab Pro 7 Tage ausprobiert, was passiert mit Restguthaben","Kündigen: Pro läuft bis Ende des bezahlten Zeitraums, keine weitere Abbuchung. Geld zurück nur beim Jahresabo innerhalb von 14 Tagen (dann endet Pro sofort); Monatsabo wird nie erstattet",abo-kuendigen.md; erstattungen.md,"# Tarif von Pro zu Free wechseln

Wenn du dein Pro-Abo kündigst, gibt es zwei Szenarien:

## Du befindest dich noch in der kostenlosen 7-Tage-Testphase

Dann wird dir **nichts berechnet**, und es gibt kein Guthaben. Du kannst die Testphase einfach ablaufen lassen oder jederzeit kündigen – danach wird dein Konto automatisch auf Free umgestellt.

## Du hast bereits bezahlt

Falls du nach der Testphase bereits eine Zahlung geleistet hast, richtet sich eine mögliche Erstattung nach unserer Erstattungsrichtlinie:

- **Jahresabo:** Volle Erstattung, wenn du innerhalb von **14 Tagen** nach dem Kauf kündigst
- **Monatsabo:** Bereits begonnene Monate werden grundsätzlich nicht erstattet

Wenn du eine Erstattung beantragen möchtest, gehe zu **Einstellungen > Hilfe > Kontakt** und wähle „Erstattung anfragen"".

**Wichtig:** Nach der Kündigung wird dein Konto auf Free umgestellt. Wenn du dann mehr als 3 aktive Habits hast, werden die übrigen archiviert (ihr Verlauf bleibt aber erhalten).

Quellen: pro-funktionen-und-preise.md; erstattungen.md; abo-kuendigen.md",pro-funktionen-und-preise.md; erstattungen.md; abo-kuendigen.md,alle,1,0,0,,"Die Antwort nennt zwar korrekt die 14-Tage-Regel fürs Jahresabo und dass Monatsabos nie erstattet werden, lässt aber die zentrale Aussage weg bzw. verfälscht sie, dass der Pro-Zugang nach einer regulären Kündigung (ohne Erstattung) bis zum Ende des bereits bezahlten Zeitraums weiterläuft – stattdessen suggeriert der Hinweis 'Nach der Kündigung wird dein Konto auf Free umgestellt', dies geschehe sofort. Damit fehlt/verfälscht ein Hauptbestandteil der Soll-Kernaussage.","Die Antwort stützt sich für die '7-Tage-Testphase' auf den veralteten Artikel von 2024, obwohl der neuere, aktuellere Artikel 'preise-und-tarife.md' (2026) explizit sagt, dass derzeit keine kostenlose Testphase angeboten wird – ein direkter Widerspruch innerhalb des Kontexts, der von der Antwort nicht aufgelöst, sondern unkritisch als geltende Regel dargestellt wird.",,1,0,"Die Antwort übernimmt die 7-tägige Testphase aus der veralteten Seite als aktuell gültig, obwohl die 2026-Seite ausdrücklich sagt, dass es derzeit keine kostenlose Testphase für Pro gibt. Es fehlt jede Kennzeichnung als veraltet und die aktuellen Werte werden nicht genannt.",5.1e-05,0.0,0.0013032,0.00187,51,0,13032,374,0.0,4.501,4.501,0
11,einfach,entwurf,corpus,Ich kann seit 3 Tagen den Tracker nicht nutzen weil der passwort reset mir keine email schickt.,"Spam-Ordner prüfen, nur der zuletzt gesendete Link gilt, richtige Adresse prüfen; wer sich mit Google registriert hat, hat kein Passwort und nutzt ""Mit Google anmelden""",passwort-zuruecksetzen.md,"Das ist frustrierend! Lass mich dir helfen.

Wenn du keine E-Mail zum Passwort-Reset bekommst, probier bitte folgende Schritte:

1. **Spam-Ordner prüfen** – die E-Mail landet manchmal dort.
2. **Warte ein paar Minuten** und fordere den Link nicht mehrfach an – nur der zuletzt gesendete Link ist gültig.
3. **Prüfe die E-Mail-Adresse** – nutzt du die richtige Adresse, mit der du dich registriert hast?
4. **Hast du dich mit Google angemeldet?** Dann hast du kein FocusFlow-Passwort. In diesem Fall nutze einfach „Mit Google anmelden"" auf dem Anmeldebildschirm. Wenn du dein Google-Passwort vergessen hast, musst du es bei Google zurücksetzen.

Wenn das alles nicht hilft, **kontaktiere bitte unseren Support**: Öffne die App unter **Einstellungen > Hilfe > Kontakt** und schildere das Problem. Der Support kann dir direkt weiterhelfen.

Quellen: passwort-zuruecksetzen.md",passwort-zuruecksetzen.md,alle,1,1,1,,"Die Antwort enthält alle Kernpunkte: Spam-Ordner prüfen, nur der zuletzt gesendete Link gilt, richtige E-Mail-Adresse prüfen und den Hinweis, dass Google-Nutzer kein Passwort haben und 'Mit Google anmelden' nutzen sollen.","Alle Aussagen stammen wörtlich oder sinngemäß aus dem Artikel 'passwort-zuruecksetzen.md', der Support-Verweis ist vorgegeben und gilt als gedeckt.",,0,,,4.2e-05,0.0,0.0013032,0.00157,42,0,13032,314,0.0,3.738,3.738,1
12,einfach,entwurf,corpus,"Nach dem Google Sign-In lande ich in einem leeren Konto, meine alten Habits sind nicht da. Bin ich versehentlich in einem neuen Account?","Ja: Google-Login hat ein separates neues Konto angelegt, Daten liegen im alten Konto; abmelden und mit der ursprünglichen Methode anmelden",anmelden-mit-google.md,"Ja, das ist sehr wahrscheinlich. Das ist ein häufiges Problem: Wenn du dich ursprünglich mit **E-Mail und Passwort** registriert hast und später „Mit Google anmelden"" wählst, wird ein **neues, separates Konto erstellt** – auch wenn die E-Mail-Adresse identisch ist.

Deine alten Habits sind nicht gelöscht, sondern liegen in deinem anderen Konto.

## So behebst du das:

1. **Melde dich ab** und melde dich mit der **ursprünglichen Methode** an (E-Mail + Passwort).
2. Deine Habits sollten dann wieder da sein.

## Wenn du beide Konten zusammenführen möchtest:

Das ist möglich, aber nur über den Support:

1. Öffne **Einstellungen > Hilfe > Kontakt** und wähle „Konten zusammenführen"".
2. Gib die E-Mail-Adresse des anderen Kontos an.
3. Bestätige die Anfrage in beiden E-Mails, die du erhältst.

Die Zusammenführung dauert bis zu 5 Werktage. Alle Habits aus beiden Konten werden übernommen.

**Wichtig:** Eine Zusammenführung kann nicht rückgängig gemacht werden.

Quellen: anmelden-mit-google.md;konten-zusammenfuehren.md",anmelden-mit-google.md; konten-zusammenfuehren.md,alle,1,1,1,,"Die Antwort bestätigt klar, dass ein neues, separates Konto durch die Google-Anmeldung entstanden ist, dass die alten Habits im ursprünglichen Konto liegen und empfiehlt, sich abzumelden und mit der ursprünglichen Methode anzumelden – die Kernaussage ist vollständig enthalten.","Alle Aussagen (getrenntes Konto trotz gleicher E-Mail, Habits nicht gelöscht sondern im anderen Konto, Lösung durch Abmelden/erneutes Anmelden, sowie die Details zur Kontenzusammenführung inkl. Ablauf, Dauer und Unumkehrbarkeit) sind wörtlich oder sinngemäß durch die Quellen anmelden-mit-google.md und konten-zusammenfuehren.md gedeckt.",,0,,,5.2e-05,0.0,0.0013032,0.001835,52,0,13032,367,0.0,4.289,4.289,1
13,einfach,entwurf,corpus,"doppelt abgebucht diesen monat!! 6,99 zweimal. bitte sofort erstatten","Oft nur Vormerkung, verschwindet in 3–5 Werktagen; danach über Einstellungen > Hilfe > Kontakt ""Zahlungsproblem melden"", wird vollständig erstattet; Store-Abos an Apple/Google",doppelte-abbuchung.md; erstattungen.md,"Ich verstehe deine Frustration! Doppelte Abbuchungen sind ärgerlich. Hier ist das Wichtigste:

**Erst prüfen, ob es wirklich eine Abbuchung ist:**
In vielen Fällen handelt es sich bei der zweiten Buchung nur um eine **Vormerkung (Autorisierung)** deiner Bank – noch keine echte Abbuchung. Diese verschwindet normalerweise innerhalb von **3–5 Werktagen** von selbst.

Schau in deinem Kontoauszug nach, ob die zweite Buchung als „vorgemerkt"" oder „ausstehend"" angezeigt wird. Dann musst du nichts tun.

**Falls die Buchung nach 5 Werktagen noch da ist:**
1. Öffne in der App **Einstellungen > Hilfe > Kontakt**
2. Wähle „Zahlungsproblem melden""
3. Gib deine FocusFlow-E-Mail-Adresse an
4. Füge wenn möglich Screenshots oder die Transaktionsnummern bei

Wir prüfen den Fall und erstatten den doppelt belasteten Betrag vollständig auf dein ursprüngliches Zahlungsmittel.

**Tipp für die Zukunft:** Führe Tarifwechsel nur einmal aus und tippe nicht mehrfach auf „Bestätigen"", auch wenn die Seite lädt.

Quellen: doppelte-abbuchung.md",doppelte-abbuchung.md,alle,1,1,1,,"Die Antwort erklärt korrekt, dass es sich oft nur um eine Vormerkung handelt, die in 3–5 Werktagen verschwindet, und beschreibt den Meldeweg über Einstellungen > Hilfe > Kontakt mit vollständiger Erstattung – die Kernaussage ist damit klar enthalten, auch wenn der Hinweis auf Store-Abos (Apple/Google) als Nebenpunkt fehlt.","Alle genannten Fakten (Vormerkung, 3–5 Werktage, Meldeweg, vollständige Erstattung, Tipp zum Vermeiden) stammen wörtlich oder sinngemäß aus dem Artikel 'Doppelte Abbuchung' und widersprechen dem Kontext nicht.",,0,,,3.9e-05,0.0,0.0013032,0.001925,39,0,13032,385,0.0,5.526,5.526,1
14,einfach,entwurf,corpus,"Fremder Login aus Vietnam in meinem Konto, ich hab eine mail von euch bekommen. Was soll ich jetzt tun?? da sind meine ganzen daten drin","Passwort ändern, alle anderen Geräte abmelden, E-Mail-Konto sichern, security@focusflow.app informieren",verdaechtige-anmeldungen.md,"Das klingt beängstigend – handle bitte **sofort** nach dieser Anleitung:

1. **Passwort ändern:** Gehe zu Einstellungen > Sicherheit > Passwort ändern. Wähle ein starkes Passwort, das du nirgendwo sonst nutzt.

2. **Alle anderen Geräte abmelden:** Unter Einstellungen > Sicherheit > Aktive Sitzungen kannst du „Alle anderen Geräte abmelden"". Dort siehst du auch, welche Geräte gerade angemeldet sind.

3. **E-Mail-Konto sichern:** Wer Zugriff auf dein E-Mail-Postfach hat, kann auch dein FocusFlow-Passwort zurücksetzen. Sichere daher auch dein E-Mail-Konto.

4. **Support informieren:** Schreib an **security@focusflow.app** und leite die Benachrichtigungs-E-Mail weiter.

**Gute Nachricht:** Deine Daten bleiben erhalten und sind verschlüsselt gespeichert. Der Fremde kann sie nicht einfach löschen oder ändern, solange du schnell handelst.

Wenn du dich mit Google anmeldest, sichere auch dein Google-Konto und führe eine Sicherheitsprüfung durch.

Quellen: verdaechtige-anmeldungen.md",verdaechtige-anmeldungen.md,alle,1,1,0,,"Alle vier geforderten Kernpunkte (Passwort ändern, andere Geräte abmelden, E-Mail-Konto sichern, security@focusflow.app kontaktieren) sind vollständig und korrekt enthalten.","Die Aussage 'Der Fremde kann sie nicht einfach löschen oder ändern, solange du schnell handelst' ist im Kontext nicht gedeckt – die Verschlüsselung schützt laut Datenschutz-Artikel nur die Speicherung, verhindert aber nicht, dass ein eingeloggter Angreifer über die App Daten ändert oder löscht, daher ist dies eine unbelegte, irreführende Zusatzbehauptung.",,0,,,5.5e-05,0.0,0.0013032,0.001855,55,0,13032,371,0.0,4.338,4.338,0
15,einfach,entwurf,corpus,"Frage zur Datenschutzerklärung: wo genau werden die Daten gespeichert, EU oder US?","EU, Rechenzentrum in Frankfurt am Main, keine Übertragung in Drittländer",datenschutz-und-speicherort.md,"Deine Daten werden in der **Europäischen Union** gespeichert – genauer gesagt im Rechenzentrum unseres Hosting-Anbieters in **Frankfurt am Main**. Eine Übertragung in Drittländer wie die USA findet für deine Habit-Daten nicht statt.

Zusätzlich sind deine Daten verschlüsselt: Die Übertragung zwischen App und Server läuft über TLS, und gespeicherte Daten sind mit AES-256 verschlüsselt.

Quellen: datenschutz-und-speicherort.md",datenschutz-und-speicherort.md,alle,1,1,0,,"Die Antwort nennt korrekt EU, Frankfurt am Main und keine Übertragung in Drittländer – die geforderte Kernaussage ist vollständig und korrekt enthalten.","Die Antwort fügt mit „wie die USA“ ein konkretes Beispiel für ein Drittland hinzu, das im Kontext nicht genannt wird und auch nicht als logisch zwingende Folgerung aus dem Text hervorgeht; alle übrigen Aussagen (TLS, AES-256) sind hingegen wörtlich gedeckt.",,0,,,4.2e-05,0.0,0.0013032,0.00077,42,0,13032,154,0.0,2.622,2.622,0
16,einfach,entwurf,corpus,gibts eigentlich ein widget für android oder nur fürs iphone?,"Ja, Android ab Version 10 (Startbildschirm); Timer-Widget nur mit Pro",widgets.md,"Ja, es gibt Widgets auch für Android! 

Auf Android (ab Android 10) kannst du Widgets für den Startbildschirm einrichten. So geht's:

1. Halte eine freie Stelle auf dem Startbildschirm gedrückt und tippe auf „Widgets"".
2. Suche „FocusFlow"" und ziehe das gewünschte Widget auf den Startbildschirm.

Verfügbar sind die gleichen Widgets wie auf iOS: die Tagesübersicht (in verschiedenen Größen), ein einzelner Habit oder der Fokus-Timer (nur mit Pro).

Falls dein Widget sich nicht aktualisiert, kann aggressive Akku-Optimierung der Grund sein – nimm FocusFlow dann unter Einstellungen > Apps > FocusFlow > Akku von der Optimierung aus.

Quellen: widgets.md",widgets.md,alle,1,1,1,,"Die Antwort bestätigt, dass es Android-Widgets ab Android 10 gibt, und nennt korrekt, dass das Fokus-Timer-Widget nur mit Pro verfügbar ist – die Kernaussage ist vollständig enthalten.","Alle genannten Fakten (Android-Version, Einrichtungsschritte, verfügbare Widget-Typen, Pro-Beschränkung für Timer-Widget, Akku-Optimierungshinweis) stehen wörtlich oder als direkte Folgerung im Kontext, insbesondere in widgets.md.",,0,,,2.8e-05,0.0,0.0013032,0.001095,28,0,13032,219,0.0,2.87,2.87,1
17,mehrquellen,entwurf,corpus,"Ich melde mich mit Google an, hatte früher aber ein Konto mit derselben Mail per Passwort. Jetzt sehe ich zwei unterschiedliche Habit-Listen. Wie führe ich die zusammen?","Das sind zwei getrennte Konten; Zusammenführen nur über den Support (Einstellungen > Hilfe > Kontakt), dauert bis zu 5 Werktage, nicht umkehrbar",anmelden-mit-google.md; konten-zusammenfuehren.md,"Das ist ein häufiges Problem! Du hast versehentlich zwei separate Konten angelegt – eines mit E-Mail/Passwort und eines über „Mit Google anmelden"". Obwohl die E-Mail-Adresse gleich ist, behandelt FocusFlow diese als unterschiedliche Konten.

**Die gute Nachricht:** Unser Support kann beide Konten zusammenführen. Das geht nicht in der App selbst, aber so stellst du den Antrag:

1. Melde dich mit dem Konto an, das dein **Zielkonto** sein soll (also dem, bei dem du bleiben möchtest).
2. Öffne **Einstellungen > Hilfe > Kontakt** und wähle „Konten zusammenführen"".
3. Gib die E-Mail-Adresse des anderen Kontos an.
4. Bestätige die Anfrage in beiden E-Mails, die du von uns erhältst.

Die Zusammenführung dauert bis zu 5 Werktage. Danach hast du alle Habits aus beiden Konten in einem Konto – mit vollständigem Verlauf und neu berechneten Streaks.

**Wichtig:** Beide Konten dürfen nicht gleichzeitig ein aktives Pro-Abo haben. Hast du das, kündige eines davon vorher.

Quellen: anmelden-mit-google.md;konten-zusammenfuehren.md",anmelden-mit-google.md; konten-zusammenfuehren.md,alle,1,1,1,,"Die Antwort nennt die getrennten Konten, den Zusammenführungsprozess über Support-Kontakt und die Dauer von bis zu 5 Werktagen korrekt. Der Hinweis, dass die Zusammenführung nicht rückgängig gemacht werden kann, fehlt, ist aber ein tolerierbarer Nebenpunkt, da die Hauptaussage vollständig und korrekt vermittelt wird.","Alle inhaltlichen Aussagen (zwei getrennte Konten, Ablauf über Einstellungen > Hilfe > Kontakt, Dauer bis zu 5 Werktagen, Bedingung nur ein aktives Pro-Abo, Zielkonto-Wahl) sind wörtlich oder sinngemäß durch die Artikel 'Mit Google anmelden' und 'Zwei Konten zusammenführen' gedeckt, es werden keine unbelegten Behauptungen aufgestellt.",,0,,,6.5e-05,0.0,0.0013032,0.00184,65,0,13032,368,0.0,4.913,4.913,1
18,einfach,entwurf,corpus,"Hab von monatlich auf jährlich gewechselt und wurde sofort voll belastet, obwohl der laufende Monat schon bezahlt war. Bitte prüfen.","Beim Wechsel monatlich → jährlich wird der Restmonat als Guthaben mit dem Jahrespreis verrechnet (z. B. 54,34 statt 59 USD); eine volle Belastung entspricht nicht diesem Ablauf",tarif-wechseln.md,"Danke, dass du das meldest! Das klingt nach einem Problem, das wir kennen.

Zunächst eine wichtige Unterscheidung: **Wurde dir der Betrag tatsächlich abgebucht, oder erscheint er nur als „vorgemerkt"" in deinem Konto?**

In vielen Fällen handelt es sich nur um eine **Vormerkung (Autorisierung)** deiner Bank, die nach **3–5 Werktagen** von selbst verschwindet – das ist noch keine echte Abbuchung.

**Falls es eine echte doppelte Abbuchung ist:** Beim Wechsel von monatlich auf jährlich sollte dir eigentlich ein anteiliges Guthaben für die restlichen Tage deines aktuellen Monats angerechnet werden. Wenn das nicht passiert ist, können wir das überprüfen und den Betrag erstatten.

**So meldest du das:**
1. Öffne **Einstellungen > Hilfe > Kontakt** und wähle „Zahlungsproblem melden""
2. Gib deine FocusFlow-E-Mail-Adresse an
3. Füge einen Screenshot der Buchungen oder die Transaktionsnummern bei

Unser Support prüft den Fall und erstattet den doppelt belasteten Betrag vollständig auf dein ursprüngliches Zahlungsmittel.

Quellen: doppelte-abbuchung.md; tarif-wechseln.md",doppelte-abbuchung.md; tarif-wechseln.md,alle,1,1,0,,"Die Antwort erklärt korrekt, dass beim Wechsel von monatlich auf jährlich eigentlich ein anteiliges Guthaben für den Restmonat verrechnet werden sollte und dass eine volle Belastung diesem Ablauf nicht entspricht – die Kernaussage ist damit im Kern enthalten, auch wenn das konkrete Rechenbeispiel (54,34 vs. 59 USD) fehlt.","Die Antwort vermischt das eigentliche Problem (fehlende Gutschrift bei Tarifwechsel) mit dem Artikel zu 'doppelter Abbuchung' und verspricht am Ende, der Support werde 'den doppelt belasteten Betrag vollständig erstatten' – diese Erstattungszusage bezieht sich im Kontext explizit auf tatsächlich doppelte Abbuchungen, nicht auf eine fehlende Guthabenverrechnung bei einmaliger Vollbelastung; das ist keine zwingende Folgerung aus dem Kontext.",,0,,,6e-05,0.0,0.0013032,0.001925,60,0,13032,385,0.0,5.321,5.321,0
